Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,newestTeamColor,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
1055,apavbqkzwn6ik22hi8d8mo1qt,227291,M. Tissot,Maxim Tissot,Left Centre Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,153578,Maxim,Tissot,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Atlético Ottawa,1,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,66,35,22,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,82,5,0,3,0,4,60.00%,1,0,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,27,41,2,28.80%,86.40%,30,4,23,7,36,23,100.00%,1,0.13,0,2,2,2,1,1,0,0,0,0,0,0,0,-,0,0,0,26.30%,1,9,15,3,15,,ATO vs EDM,TRUE,FALSE,FALSE,TRUE,FALSE,9/2/2022,83vde8cuhjuxbw04v0slyv5zo,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,0,0,Played,T 0-0,2276304,ATO vs EDM (2022-09-02)
1055,apavbqkzwn6ik22hi8d8mo1qt,227291,M. Tissot,Maxim Tissot,Left Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,153578,Maxim,Tissot,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Atlético Ottawa,1,73,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,30,15,10,0.05,0,0,0,0,0,0,0,0,3,1,0,4,1,0,0,51,5,0,0,1,3,0.00%,1,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,12,21,3,20.00%,83.30%,12,7,6,8,15,7,0.00%,1,0.31,0,2,3,3,0,0,0,0.05,0,0.05,0.05,0,0,0.05,1,0,0,12.10%,0,22,11,1,11,,PAC vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,9/11/2022,84t57d6gh64dwg29jwayp2b6c,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,1,1,Played,T 1-1,2276311,PAC vs ATO (2022-09-11)
1055,apavbqkzwn6ik22hi8d8mo1qt,227291,M. Tissot,Maxim Tissot,Left Wing Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,153578,Maxim,Tissot,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Wing Back,Atlético Ottawa,1,72,30,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,30,13,9,0.07,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,51,2,1,2,0,5,100.00%,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,20,1,63.30%,73.30%,12,3,7,4,15,11,66.70%,3,0.9,0,4,4,4,0,1,0.07,0,0.07,0,0.07,0,0,0.07,1,0.25,0.25,31.80%,1,22,12,1,12,,VAL vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,9/18/2022,85727xvjdneu0hoik1u8uj6l0,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,1,1,Played,T 1-1,2276314,VAL vs ATO (2022-09-18)
1055,apavbqkzwn6ik22hi8d8mo1qt,227291,M. Tissot,Maxim Tissot,Left Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,153578,Maxim,Tissot,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Atlético Ottawa,1,83,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,18,3,9,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,41,2,0,1,2,8,100.00%,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,21,9,0,50.00%,66.70%,6,4,2,5,7,6,-,0,1.6,0,0,7,7,0,1,0,0,0,0,0,0,1,-,0,-,-,15.80%,0,26,16,1,16,,CAV vs ATO,FALSE,TRUE,TRUE,FALSE,FALSE,9/24/2022,85p5sdjte2zcu9xvq85m2o178,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,3,1,Played,W 3-1,2276318,CAV vs ATO (2022-09-24)
1055,cseaof8mo75i2fufyg0b4bpat,179163,F. Aird,Fraser Aird,Right Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,133078,Fraser,Aird,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Cavalry,1,90,27,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,32,7,12,0.17,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,67,4,0,5,3,10,83.30%,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,22,12,33,1,46.90%,59.40%,9,7,3,11,16,5,100.00%,1,1.2,0,1,4,4,5,1,0.17,0,0.17,0,0.17,0,0,0.09,2,0,-,34.90%,4,21,15,2,15,,FOR vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
1055,cseaof8mo75i2fufyg0b4bpat,179163,F. Aird,Fraser Aird,Right Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,133078,Fraser,Aird,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Cavalry,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,50,16,17,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,79,2,1,0,2,6,50.00%,2,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,10,47,0,42.00%,66.00%,23,7,3,9,38,3,-,0,1.17,0,7,4,4,1,1,0,0,0,0,0,0,0,-,0,0.29,0,30.60%,3,13,14,3,14,,YRK vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,0,2,Played,L 0-2,2276224,YRK vs CAV (2022-04-22)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,1,45,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,2,2,0.00%,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,17,0,13.60%,90.90%,15,5,0,6,15,1,-,0,0.12,0,0,0,0,1,1,0,0,0,0,0,0,0,-,0,-,-,34.90%,4,21,15,0,15,,FOR vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,1,77,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,45,25,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,52,8,0,0,1,2,0.00%,1,0,8,1,0,2,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,18,30,1,35.60%,84.40%,20,3,15,4,24,17,83.30%,6,0.51,0,0,1,1,1,0,0,0,0,0,0,0,0,-,0,-,-,30.60%,4,13,14,2,14,,YRK vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,0,2,Played,L 0-2,2276224,YRK vs CAV (2022-04-22)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,37,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,3,2,1,0,3,75.00%,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,30.00%,50.00%,3,0,2,1,6,3,-,0,0.05,0,1,1,1,2,0,0,0,0,0,0,0,0,-,0,0,0,37.50%,3,22,13,0,13,,CAV vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,2,0,Played,W 2-0,2276232,CAV vs PAC (2022-05-01)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Right Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Cavalry,1,25,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,2,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,32,4,0,2,1,5,100.00%,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4,22,1,72.20%,44.40%,4,2,2,2,14,2,62.50%,8,0.37,0,1,2,2,3,0,0,0,0,0,0,0,0,-,0,1,1,37.80%,1,23,15,0,15,,HFX vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,5/15/2022,7vmv1w4q6bsqu119wtrvrgums,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,2,2,Played,T 2-2,2276239,HFX vs CAV (2022-05-15)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,1,25,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,12,7,2,0.23,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,17,3,0,0,0,0,-,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,8,4,25.00%,75.00%,6,0,3,1,7,4,75.00%,4,0.57,0,1,0,0,0,0,0,0.23,0,0.23,0.23,0,0,0.23,1,0,0,51.10%,0,18,11,1,11,,CAV vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,5/21/2022,7vz7ogr3qot0jitz8g3mi79jo,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,2,1,Played,W 2-1,2276242,CAV vs VAL (2022-05-21)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,1,79,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,51,31,14,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,65,4,3,2,0,5,83.30%,0,0,4,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,14,45,1,25.50%,88.20%,33,3,9,4,37,10,66.70%,3,1.59,0,0,1,1,4,0,0,0,0,0,0,0,0,-,0,-,-,13.50%,0,13,8,3,8,,YRK vs CAV,FALSE,TRUE,TRUE,FALSE,FALSE,5/29/2022,7wfk5kdm927rshfkuvaw1tvkk,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,1,0,Played,W 1-0,2276246,YRK vs CAV (2022-05-29)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,77,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,35,17,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,50,7,2,3,1,8,71.40%,2,2,5,1,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,18,26,1,37.10%,88.60%,19,2,10,2,20,13,50.00%,4,1.65,0,0,4,4,2,2,0,0,0,0,0,0,0,-,0,-,-,25.80%,2,29,17,0,17,,VAL vs CAV,FALSE,TRUE,TRUE,FALSE,FALSE,6/16/2022,7xna39zer2kr9dsmkmc7ahwr8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,4,2,Played,W 4-2,2276256,VAL vs CAV (2022-06-16)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,90,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,47,22,17,0.07,0,0,0,0,0,0,0,0,2,0,0,10,2,0,0,59,3,1,2,3,7,75.00%,1,1,6,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,15,39,0,31.90%,83.00%,27,3,9,4,33,10,75.00%,4,1.06,0,0,4,4,3,0,0.07,0,0.07,0,0.07,0,0,0.07,1,-,-,35.30%,1,15,11,1,11,,CAV vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,6/26/2022,7ycu90hwxeswhzrfwmcp6rpxw,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,3,1,Played,W 3-1,2276262,CAV vs EDM (2022-06-26)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,86,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,30,17,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,44,3,0,2,1,4,66.70%,1,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,28,1,33.30%,83.30%,19,1,5,1,21,8,66.70%,3,2.11,0,0,2,2,1,1,0,0,0,0,0,0,1,0,1,-,-,37.10%,1,18,11,0,11,,PAC vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,7/1/2022,7yrpfmt0hieklfuvohyeicsno,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,3,3,Played,T 3-3,2276265,PAC vs CAV (2022-07-01)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,90,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,48,19,23,0.1,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,73,9,2,4,2,8,75.00%,0,0,9,1,0,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,17,48,1,37.50%,87.50%,31,3,8,3,36,9,60.00%,5,0.88,0,0,3,3,3,2,0,0.1,0,0.1,0.1,0,1,0.1,1,-,-,33.30%,0,21,19,0,19,,ATO vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,7/9/2022,7zej4cmcew3pppu58vyx48ro4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Cavalry,Atlético Ottawa,ATO,1,1,Played,T 1-1,2276270,ATO vs CAV (2022-07-09)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,28,30,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,17,7,5,0.04,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,3,0,1,0,1,33.30%,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,1,41.20%,70.60%,10,0,2,0,13,4,100.00%,4,0.08,0,0,1,1,0,0,0.04,0,0.04,0,0.04,0,0,0.04,1,-,-,44.40%,0,7,4,0,4,,CAV vs YRK,TRUE,FALSE,FALSE,FALSE,TRUE,7/20/2022,805uesgzrbsd1s9fkk4b7mkus,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,0,1,Played,L 0-1,2276276,CAV vs YRK (2022-07-20)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,75,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,28,20,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,40,5,2,4,0,7,66.70%,1,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,14,21,0,17.90%,85.70%,17,2,5,3,19,6,50.00%,2,1.72,0,0,5,5,1,1,0,0,0,0,0,0,0,-,0,-,-,25.60%,1,23,18,1,18,,CAV vs FOR,TRUE,FALSE,FALSE,FALSE,TRUE,7/28/2022,80tveep4a8ienmepbeepl5v6c,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,1,2,Played,L 1-2,2276281,CAV vs FOR (2022-07-28)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,69,30,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,14,4,6,0.07,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,29,3,0,2,2,6,100.00%,2,1,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,6,14,0,57.10%,71.40%,7,3,0,5,9,0,100.00%,1,0.56,0,1,3,3,3,0,0.07,0,0.07,0,0.07,0,1,0.07,1,0,0,25.80%,2,18,24,0,24,,CAV vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,8/13/2022,81zzp4bsqqfvohdss8ix0u7mc,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,1,Played,W 2-1,2276290,CAV vs FOR (2022-08-13)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,45,30,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,46,12,27,0.03,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,59,3,0,3,0,3,100.00%,0,0,6,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,21,6,32,1,37.00%,84.80%,25,12,2,13,29,4,100.00%,1,0.37,0,2,2,2,1,0,0.03,0,0.03,0,0.03,0,0,0.03,1,1,1,57.10%,1,6,11,4,11,,CAV vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,8/21/2022,837pn16r5fayqo440drtrd15g,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Cavalry,Atlético Ottawa,ATO,0,3,Played,L 0-3,2276299,CAV vs ATO (2022-08-21)
1055,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,83,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,52,30,17,0.04,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,58,6,1,1,0,3,33.30%,1,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,39,1,23.10%,90.40%,34,5,8,5,37,10,100.00%,1,0.26,0,0,3,3,0,0,0,0.04,0,0.04,0.04,0,0,0.04,1,-,-,31.00%,3,12,16,0,16,,CAV vs YRK,TRUE,FALSE,TRUE,FALSE,FALSE,8/27/2022,83ch0sapwntmgqmbxsdtvqj2s,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,1,0,Played,W 1-0,2276300,CAV vs YRK (2022-08-27)
