Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
37,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,0,1,2,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,69,22,357,160,106,0.67,0,0,0.47,1,1,1,9,10,21,2,1,58,12,0,0,565,49,5,11,13,53,53.30%,23,10,52,5,4,7,2,5,9,1,1,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,1,3,0,3,0,0,1,0,2,0,0,1,0,4,7,120,221,224,15,36.10%,74.50%,127,33,106,55,162,140,66.70%,21,0.38,0,18,34,34,16,3,0.54,0.13,0.54,0.13,0.67,10,2,0.05,13,0.06,0.08,43.20%,10,18,17,10,17,15382,,PAC vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
37,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,1,1,0,3,8,2,5,0,0,0,0,0,0,0,0,3,1,0,0,0,6,52,10,489,191,236,1.02,0,0,0.9,2,2,2,8,10,17,2,0,50,7,0,0,662,48,6,11,7,32,85.00%,8,1,40,6,5,3,2,5,9,1,0,0,0,0,0,2,3,3,0,0,2,0,0,1,1,1,0,1,2,0,0,1,0,0,1,0,0,1,3,4,17,166,142,354,18,33.70%,87.30%,277,64,86,82,313,94,58.80%,17,3.13,0,23,19,19,8,5,0.8,0.22,0.8,0.22,1.02,10,3,0.08,13,0.22,0.21,25.80%,15,9,14,21,14,15382,,YRK vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,7/24/2022,80pc3ts8pmoruuow8wjibe8lw,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,0,3,Played,L 0-3,2276280,YRK vs ATO (2022-07-24)
37,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,1,1,0,0,8,4,2,0,0,0,0,0,0,0,0,2,0,0,0,3,5,65,25,372,157,125,0.91,0,0,0.91,2,2,2,8,10,19,1,0,50,9,1,0,543,50,4,12,10,40,55.20%,13,6,54,6,4,2,2,2,11,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,2,1,1,0,1,0,1,1,0,0,1,2,0,10,114,206,223,16,42.20%,75.80%,140,38,104,56,175,141,70.00%,20,0.22,0,15,29,29,9,2,0.78,0.13,0.78,0.13,0.91,10,0,0.09,10,0.27,0.18,28.90%,12,15,11,16,11,15382,,CAV vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,8/27/2022,83ch0sapwntmgqmbxsdtvqj2s,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,0,1,Played,L 0-1,2276300,CAV vs YRK (2022-08-27)
37,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,6,4,2,1,1,8,5,2,0,0,0,0,0,0,0,0,1,0,0,0,5,8,62,37,384,164,121,1.45,0,0,0.77,0,0,1,9,10,12,0,0,61,8,3,1,590,55,11,11,10,44,73.30%,11,7,70,3,3,7,1,6,5,2,1,2,0,0,1,0,0,0,0,0,3,0,1,1,1,0,0,3,2,1,1,0,0,1,1,0,0,3,0,0,17,117,242,231,24,44.30%,74.20%,129,34,122,47,173,164,59.40%,32,0.62,0,12,29,29,11,4,1.07,0.38,1.07,0.38,1.45,10,6,0.09,16,0.17,0.2,34.20%,19,25,19,21,19,15376,,VAL vs HFX,FALSE,TRUE,FALSE,TRUE,FALSE,5/7/2022,7v5k14cw4jq747xcvp00ya13o,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,0,0,Played,T 0-0,2276235,VAL vs HFX (2022-05-07)
37,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,2,2,0,3,2,5,1,2,1,1,0,0,1,0,0,0,1,1,0,1,2,3,69,24,368,170,105,1.62,1,0,0.82,1,0,4,6,10,21,1,0,65,11,0,0,580,43,10,10,13,58,80.00%,23,15,59,5,2,5,4,6,5,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,10,130,225,225,21,44.30%,74.70%,123,39,113,55,163,150,67.90%,28,0.56,1,10,38,38,12,8,0.23,1.39,0.23,1.39,0.83,10,3,0.14,12,0.4,0,44.90%,18,20,15,18,15,15376,,HFX vs YRK,TRUE,FALSE,TRUE,FALSE,FALSE,6/4/2022,7wtvfsqbligsp1ot5eov65tec,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,1,0,Played,W 1-0,2276249,HFX vs YRK (2022-06-04)
37,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,6,3,3,0,0,6,4,2,0,0,0,0,0,0,0,0,2,0,0,0,4,6,45,30,441,170,196,0.84,0,0,0.76,0,0,0,10,10,15,0,0,45,5,0,0,615,39,9,13,6,39,81.50%,11,6,38,2,4,4,2,1,4,2,0,0,0,1,1,0,1,1,0,0,2,0,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,2,1,0,6,155,165,295,16,34.70%,83.00%,199,79,88,90,239,112,57.90%,19,1.52,0,24,22,22,14,3,0.84,0,0.84,0,0.84,10,5,0.07,12,0.25,0.35,17.90%,5,14,18,13,18,15376,,CAV vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,6/11/2022,7x6a13297w4yer6wc2w65wphw,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,0,1,Played,L 0-1,2276252,CAV vs HFX (2022-06-11)
37,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,5,3,2,1,2,5,2,3,1,1,0,0,2,0,1,0,0,1,1,1,1,8,63,13,489,180,233,1.22,2,1,0.37,1,0,0,10,10,16,2,1,41,4,0,0,652,54,7,10,8,36,81.00%,11,6,51,5,1,8,2,1,4,1,0,0,1,0,0,0,3,2,1,1,2,0,0,1,0,0,0,2,1,1,0,1,0,2,0,0,0,2,2,2,10,169,126,357,26,30.90%,84.50%,277,71,65,100,308,81,46.40%,28,0.75,1,7,21,21,10,5,0.44,0.79,0.44,0.79,0.44,9,0,0.09,13,0,0,31.30%,14,15,10,32,10,15376,,ATO vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,8/17/2022,82p37l2can1leatlh9bnk251w,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,2,3,Played,L 2-3,2276295,ATO vs HFX (2022-08-17)
37,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,5,3,2,2,2,4,1,3,1,1,0,0,1,0,0,0,1,0,1,0,2,6,60,34,389,178,117,1.5,1,0,0.59,2,1,0,10,10,19,3,0,53,9,1,1,583,43,7,13,16,51,90.90%,13,6,49,2,3,6,3,2,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3,1,6,12,146,253,184,25,41.10%,75.80%,104,59,132,77,137,175,56.70%,30,0.42,1,13,38,38,9,4,0.53,0.97,0.53,0.97,0.71,10,2,0.12,13,0.31,0.3,30.80%,9,28,20,21,20,15376,,HFX vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,9/10/2022,84i3wjxgkwm79gn9zdnpxlij8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,1,0,Played,W 1-0,2276309,HFX vs VAL (2022-09-10)
37,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,1,2,2,3,7,3,2,0,0,0,0,0,1,1,0,1,0,1,0,3,6,65,23,459,201,170,1.03,1,1,0.92,2,1,2,8,10,27,5,1,54,6,3,0,670,54,14,18,6,48,78.00%,9,3,76,4,1,5,2,2,6,5,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,1,1,0,0,2,1,4,3,165,165,340,26,37.50%,80.80%,216,53,102,75,260,124,31.60%,19,1.19,0,20,23,23,24,1,0.83,0.19,0.83,0.19,1.03,9,1,0.07,15,0.2,0.18,51.10%,22,25,7,23,7,15378,,EDM vs VAL,FALSE,TRUE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
37,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,9,8,1,3,1,7,2,3,1,1,0,0,5,1,4,1,2,1,0,5,1,12,40,25,430,266,99,3.82,6,2,0.89,5,1,3,7,10,23,1,1,42,8,0,0,594,48,4,8,8,36,66.70%,14,6,51,1,2,12,3,4,6,1,0,0,0,0,0,0,1,1,0,1,2,0,0,1,1,0,0,2,1,1,0,1,0,1,0,0,0,2,0,4,7,109,241,244,25,30.50%,84.90%,167,38,160,47,193,190,56.30%,16,0.75,3,10,24,24,12,0,2.56,1.25,2.56,1.25,3.03,8,3,0.19,20,0.4,0.17,42.30%,9,29,13,12,13,15378,,ATO vs VAL,FALSE,TRUE,TRUE,FALSE,FALSE,4/24/2022,7u4m1n8m79feixw87wrpd6vis,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,6,1,Played,W 6-1,2276227,ATO vs VAL (2022-04-24)
37,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,2,2,2,0,7,1,5,0,0,1,0,1,0,0,0,1,1,0,1,3,6,54,23,524,214,233,1.03,1,1,0.68,0,0,1,9,10,23,5,1,48,8,1,1,682,46,4,14,11,38,85.70%,9,2,54,1,1,9,4,3,6,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,1,0,0,1,2,0,0,2,0,1,0,0,0,0,2,2,6,202,158,322,23,30.00%,85.30%,236,102,109,120,279,125,40.90%,22,1.03,0,21,16,16,17,5,0.71,0.32,0.71,0.32,1.03,9,1,0.08,13,0.29,0.13,35.30%,19,14,10,12,10,15378,,VAL vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,9/18/2022,85727xvjdneu0hoik1u8uj6l0,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,1,1,Played,T 1-1,2276314,VAL vs ATO (2022-09-18)
37,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,4,3,1,1,3,4,2,2,0,0,1,0,1,0,0,0,0,0,0,1,4,4,45,14,482,275,148,1.52,1,1,1.3,1,1,3,7,10,14,1,0,39,5,1,0,668,45,6,10,4,43,76.20%,23,12,46,1,2,4,4,2,4,3,1,0,0,0,1,0,0,0,0,0,6,0,0,5,3,0,0,6,3,3,0,1,0,0,3,0,0,4,0,2,14,148,261,259,19,30.70%,87.80%,174,69,180,84,196,202,42.10%,19,0.84,0,15,29,29,12,2,1.3,0.21,1.3,0.21,1.52,9,0,0.13,12,0.33,0.36,21.20%,13,11,13,18,13,15381,,CAV vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,6/11/2022,7x6a13297w4yer6wc2w65wphw,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,1,0,Played,W 1-0,2276252,CAV vs HFX (2022-06-11)
37,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,1,2,1,3,7,4,3,0,0,2,0,0,0,0,0,1,1,0,0,6,2,77,21,450,192,160,0.6,0,0,0.54,1,1,3,7,10,15,0,0,59,7,0,0,625,48,12,8,15,46,66.70%,11,3,46,2,1,7,2,4,8,1,0,0,1,1,2,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,7,169,188,268,13,35.80%,78.20%,178,66,108,89,223,138,58.10%,31,0.71,0,18,28,28,16,2,0.48,0.12,0.48,0.12,0.6,10,2,0.04,14,0.17,0.15,39.00%,10,9,19,12,19,15381,,VAL vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,8/4/2022,81gwtiontwsd7aega4ymw0lqs,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,0,2,Played,L 0-2,2276286,VAL vs CAV (2022-08-04)
37,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,3,1,2,2,6,2,1,0,0,0,0,2,0,2,0,2,0,1,1,3,5,50,17,444,196,181,2.01,2,2,1.49,2,2,2,8,10,21,2,1,41,8,1,0,631,52,4,10,5,34,77.80%,15,7,56,5,1,6,0,0,7,6,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,1,2,11,158,198,275,27,32.40%,84.90%,195,59,123,73,227,144,46.20%,26,0.52,2,19,23,23,10,1,1.46,0.56,1.46,0.56,2.01,8,2,0.14,14,0.32,0.24,42.20%,17,18,8,14,8,16614,,ATO vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,6/5/2022,7wy39t7s4ahfcd8vhnv13q2hg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,2,1,Played,W 2-1,2276250,ATO vs PAC (2022-06-05)
37,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,1,1,0,3,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,65,11,476,256,144,1.03,0,0,1.01,0,0,5,5,10,20,4,1,39,6,9,1,663,52,7,8,8,47,57.70%,23,9,50,2,4,9,2,0,5,2,0,0,0,0,0,0,1,1,0,0,5,0,1,1,1,0,0,5,2,3,0,3,0,2,2,0,0,2,2,2,4,129,167,367,26,25.60%,84.00%,274,40,86,60,318,98,52.40%,21,1.44,0,20,39,39,8,0,0.48,0.56,0.48,0.56,1.03,10,3,0.09,11,0.45,0.5,32.70%,14,16,15,17,15,16614,,EDM vs ATO,FALSE,TRUE,FALSE,FALSE,TRUE,6/19/2022,7xzuakdbcwgsqg1q0iwl5x990,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,0,1,Played,L 0-1,2276259,EDM vs ATO (2022-06-19)
37,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,2,1,3,4,5,3,1,1,1,1,0,1,0,0,0,0,0,0,1,2,6,48,13,363,156,146,1.73,1,0,0.77,2,1,3,7,10,34,1,1,58,18,0,0,570,50,7,14,6,44,80.80%,15,10,52,3,3,5,3,1,7,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,1,0,1,2,2,1,0,2,1,0,0,0,0,0,2,4,9,144,152,274,18,30.00%,83.20%,173,45,84,59,206,98,40.00%,20,1.36,1,16,31,31,11,2,0.74,1,0.74,1,0.95,10,2,0.12,15,0.25,0.3,51.70%,16,14,11,15,11,16614,,ATO vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,7/20/2022,7zwxsdvd222cn06yi0p0l711w,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,1,1,Played,T 1-1,2276274,ATO vs VAL (2022-07-20)
37,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,5,5,0,1,2,5,0,3,2,2,0,0,3,0,1,0,2,0,0,3,0,8,54,14,356,163,125,3.13,3,1,1.46,3,1,4,6,10,13,0,0,48,3,4,3,537,51,17,8,13,56,78.10%,17,6,30,4,2,10,5,5,3,3,1,0,0,0,0,3,0,0,0,2,2,0,0,2,1,0,0,2,1,1,0,0,0,1,0,0,0,1,2,4,9,121,236,180,21,36.80%,80.90%,112,54,122,66,138,152,38.90%,18,1.02,3,8,44,44,9,3,0.84,2.29,0.84,2.29,1.55,9,3,0.24,13,0.38,0,23.10%,5,18,21,14,21,16614,,YRK vs ATO,FALSE,TRUE,TRUE,FALSE,FALSE,7/24/2022,80pc3ts8pmoruuow8wjibe8lw,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,3,0,Played,W 3-0,2276280,YRK vs ATO (2022-07-24)
37,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,3,1,1,2,7,3,2,0,0,1,0,0,0,0,0,2,0,0,0,3,6,38,22,337,182,95,0.54,0,0,0.42,1,1,2,8,10,21,2,2,57,12,0,0,513,37,16,17,15,61,75.00%,12,5,49,4,1,9,1,2,4,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,113,202,198,23,37.70%,82.20%,121,40,116,52,146,139,55.60%,9,1.56,0,16,35,35,18,8,0.42,0.12,0.42,0.12,0.54,10,3,0.04,14,0.25,0.23,19.20%,10,23,13,17,13,16614,,ATO vs FOR,TRUE,FALSE,FALSE,FALSE,TRUE,7/31/2022,817q49tp38mbk6uwe6g276g44,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,0,4,Played,L 0-4,2276284,ATO vs FOR (2022-07-31)
63,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,7,4,3,0,1,6,5,1,0,0,2,0,0,1,1,0,1,1,0,1,4,7,47,17,296,112,120,1.06,1,1,0.93,2,2,0,9,9,11,4,1,36,4,1,1,452,43,5,7,12,39,57.10%,15,5,43,2,3,4,3,2,8,1,0,0,0,0,1,2,3,3,0,0,4,0,0,1,2,1,0,3,2,2,1,2,0,1,1,0,0,3,3,2,7,103,159,190,17,40.20%,78.40%,117,42,73,51,146,99,35.00%,20,2.29,0,14,26,26,11,2,1.01,0.06,1.01,0.06,1.06,8,1,0.08,14,0.36,0.42,36.70%,15,16,20,11,20,6925,,CAV vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,6/26/2022,7ycu90hwxeswhzrfwmcp6rpxw,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Edmonton,Cavalry,CAV,1,3,Played,L 1-3,2276262,CAV vs EDM (2022-06-26)
63,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,3,3,0,0,1,9,4,4,0,0,2,0,1,0,0,1,2,1,0,0,4,5,71,24,527,242,190,1.16,1,1,0.99,2,2,2,7,9,33,4,2,49,14,0,0,743,56,2,5,9,19,46.70%,3,2,62,3,4,3,5,3,9,1,0,0,0,0,0,0,2,2,0,0,3,1,0,1,3,0,0,2,2,1,2,0,0,0,0,0,0,1,2,8,9,186,181,376,25,32.30%,82.00%,243,67,122,87,294,146,44.00%,25,1.19,0,26,6,6,9,4,0.81,0.36,0.81,0.36,1.16,8,2,0.09,13,0.19,0.15,65.20%,25,13,8,16,8,15377,,PAC vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,1,2,Played,L 1-2,2276219,PAC vs FOR (2022-04-10)
63,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,3,1,2,4,4,3,1,2,0,0,0,0,1,0,2,0,0,0,1,0,2,4,59,27,451,172,193,1.59,2,0,0.33,1,0,1,8,9,26,4,1,45,8,0,0,635,49,2,14,10,33,76.20%,5,2,70,2,2,10,2,3,7,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,0,1,1,1,0,0,0,0,3,2,10,10,184,190,261,24,40.80%,80.90%,164,84,117,101,204,146,56.30%,16,1.25,1,12,18,18,12,3,1.35,0.24,1.35,0.24,1.59,9,2,0.11,14,0.08,0.09,46.20%,27,21,6,17,6,15377,,YRK vs FOR,FALSE,TRUE,TRUE,FALSE,FALSE,7/8/2022,7z5fba5jh59j9w8qd6hpkhq1g,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,2,0,Played,W 2-0,2276268,YRK vs FOR (2022-07-08)
63,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,4,2,2,1,5,3,1,1,1,1,0,3,2,2,1,1,1,1,3,4,5,54,20,609,268,267,2.46,5,3,1.43,3,2,3,6,9,19,7,1,41,4,4,2,787,37,4,13,5,35,85.00%,12,6,56,2,0,6,4,0,9,2,0,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,228,179,380,39,31.50%,87.80%,293,112,130,136,329,144,46.70%,15,0.29,3,20,18,18,14,3,0.69,1.77,0.69,1.77,1.67,6,0,0.18,14,0.3,0.13,39.50%,19,16,10,21,10,15377,,FOR vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,7/19/2022,801a2xw4aq5ovzgnapcbqr7ro,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,5,1,Played,W 5-1,2276275,FOR vs EDM (2022-07-19)
63,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,3,0,1,1,5,3,2,0,0,0,0,1,0,0,0,1,0,1,0,4,3,64,17,510,176,253,0.63,1,1,0.54,1,1,1,8,9,21,2,0,54,8,3,0,705,54,11,14,14,45,69.40%,5,1,54,3,0,9,0,5,7,2,0,0,0,0,0,0,3,2,1,0,3,0,2,0,2,0,0,3,1,2,1,0,0,1,0,0,0,3,1,2,12,185,137,383,22,30.00%,84.10%,266,85,78,109,306,95,58.80%,17,0.37,0,16,18,18,21,6,0.58,0.05,0.58,0.05,0.63,8,1,0.06,10,0.25,0.25,43.20%,16,9,4,14,4,15377,,FOR vs YRK,TRUE,FALSE,FALSE,FALSE,TRUE,8/20/2022,82yh2wo14mmmugen4pgditbmc,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,1,3,Played,L 1-3,2276297,FOR vs YRK (2022-08-20)
63,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,5,5,0,1,1,4,1,3,0,0,0,0,1,0,0,1,0,1,0,0,6,2,50,13,440,221,156,1.07,1,1,0.88,3,3,2,7,9,26,1,1,47,7,3,0,657,56,8,10,3,42,81.80%,21,10,48,3,5,6,1,5,12,4,0,0,0,0,1,1,1,1,0,0,4,0,0,3,2,0,0,4,3,1,1,0,0,0,2,0,0,3,0,2,15,162,208,287,26,30.70%,85.70%,196,68,113,83,227,130,33.30%,12,0.31,1,16,34,34,4,4,0.64,0.43,0.64,0.43,1.07,8,2,0.1,11,0.31,0.4,53.10%,12,15,13,20,13,15377,,PAC vs FOR,FALSE,TRUE,FALSE,TRUE,FALSE,9/19/2022,85blow5t5jhg0c5xvbm4cygwk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,1,1,Played,T 1-1,2276315,PAC vs FOR (2022-09-19)
