Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
99,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,2,1,1,1,3,2,1,0,0,0,0,0,1,1,2,0,1,0,0,2,1,2,68,23,260,82,87,0.71,2,2,0.67,2,2,1,6,7,18,1,1,45,7,0,0,459,70,5,10,9,35,51.70%,11,5,44,7,7,7,3,3,5,0,1,0,0,0,1,0,0,0,0,0,4,1,3,0,1,0,0,3,3,1,0,1,2,1,0,0,0,3,1,2,9,132,158,169,20,51.20%,65.00%,69,37,63,56,107,97,41.90%,31,0.71,1,24,21,21,9,5,0.45,0.26,0.45,0.26,0.71,5,2,0.09,8,0.17,0.08,37.50%,18,22,13,15,13,15381,,CAV vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,2,0,Played,W 2-0,2276232,CAV vs PAC (2022-05-01)
99,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,3,2,1,2,0,3,2,1,0,0,0,0,1,0,1,0,0,0,0,1,2,4,49,14,450,238,149,1.76,1,0,1.47,2,1,0,7,7,23,2,1,54,12,0,0,627,48,9,12,7,42,75.00%,14,5,46,4,1,9,1,6,8,1,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,4,2,6,11,112,235,280,17,34.90%,86.00%,192,50,145,59,223,168,37.50%,16,1.71,1,14,29,29,10,3,1.76,0,1.76,0,1.76,7,1,0.22,8,0.07,0.09,13.50%,5,13,8,16,8,15381,,YRK vs CAV,FALSE,TRUE,TRUE,FALSE,FALSE,5/29/2022,7wfk5kdm927rshfkuvaw1tvkk,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,1,0,Played,W 1-0,2276246,YRK vs CAV (2022-05-29)
99,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,4,2,0,0,4,2,1,0,0,0,0,2,1,1,0,0,1,0,3,2,7,44,29,432,240,119,1.91,4,2,1.51,3,2,3,4,7,19,0,0,54,6,0,0,628,58,7,14,9,43,67.70%,12,4,58,6,1,9,3,4,6,1,0,2,0,0,1,2,2,2,0,0,4,0,0,0,1,0,0,4,3,1,2,2,0,1,2,0,0,1,2,4,8,107,283,238,18,34.50%,83.10%,151,35,173,45,185,202,48.30%,29,1.76,2,13,31,31,9,3,0.22,1.69,0.22,1.69,1.91,5,5,0.19,10,0.38,0.17,25.80%,14,29,17,11,17,15381,,VAL vs CAV,FALSE,TRUE,TRUE,FALSE,FALSE,6/16/2022,7xna39zer2kr9dsmkmc7ahwr8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,4,2,Played,W 4-2,2276256,VAL vs CAV (2022-06-16)
99,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,3,1,3,0,4,3,0,0,0,0,0,1,0,1,0,0,1,1,0,3,4,60,11,368,156,141,0.71,1,1,0.51,1,1,1,6,7,14,1,0,39,6,1,1,514,39,5,8,5,25,72.20%,7,0,38,8,2,2,4,3,6,4,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2,2,4,4,148,151,215,24,30.70%,80.70%,142,53,102,71,177,120,33.30%,21,0.93,1,21,16,16,8,1,0.67,0.04,0.67,0.04,0.71,6,1,0.06,11,0.19,0.25,35.70%,11,7,12,25,12,15381,,FOR vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,9/10/2022,84ol9gnoc9ek5wguo4jkel0yc,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,1,2,Played,L 1-2,2276310,FOR vs CAV (2022-09-10)
121,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,3,0,0,1,3,0,3,0,0,0,0,1,0,1,0,2,1,0,1,1,2,67,37,291,107,80,1.19,1,1,1.1,1,1,0,6,6,24,1,0,54,9,0,0,495,54,4,18,8,47,78.60%,17,8,57,2,2,7,1,4,5,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,2,1,1,0,0,0,1,1,0,0,0,2,2,18,89,211,195,13,49.80%,64.30%,89,22,76,29,127,135,68.40%,19,1.03,0,13,35,35,11,1,1.19,0,1.19,0,1.19,5,5,0.17,7,0.31,0.4,36.40%,15,34,23,7,23,6925,,EDM vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
121,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,2,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,3,70,23,279,92,94,1.01,1,0,0.2,1,0,2,4,6,23,1,1,47,9,1,0,489,65,8,10,25,59,69.20%,16,2,55,4,7,4,3,1,4,1,0,0,1,0,0,1,3,3,0,1,3,1,0,1,1,0,0,2,3,0,1,1,0,1,1,0,0,3,2,12,20,100,166,223,11,49.50%,66.70%,108,26,52,33,148,98,46.20%,26,2.85,1,14,36,36,21,2,0.17,0.84,0.17,0.84,0.22,6,3,0.13,8,0.14,0.1,31.00%,17,17,24,10,24,6925,,HFX vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Edmonton,HFX Wanderers,HFX,1,3,Played,L 1-3,2276230,HFX vs EDM (2022-04-30)
121,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,1,1,0,0,4,2,1,0,0,0,0,1,0,1,0,1,0,1,0,2,3,66,35,319,131,87,0.49,1,1,0.49,1,1,1,5,6,22,0,0,44,10,1,1,491,48,5,11,16,53,66.70%,21,13,54,2,5,3,0,4,5,2,0,0,0,0,0,1,1,1,0,0,4,0,1,2,0,1,0,3,2,2,0,1,0,2,2,0,0,2,2,6,6,74,207,210,7,45.10%,68.30%,120,27,71,33,161,125,36.00%,25,1.66,1,10,39,39,12,2,0.38,0.11,0.38,0.11,0.49,5,1,0.08,6,0.2,0.33,16.10%,6,29,31,8,31,6925,,VAL vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,6/5/2022,7x23jhdms5lxtkdtx8w1i153o,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276251,VAL vs EDM (2022-06-05)
121,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,7,0,7,0,2,1,1,0,0,0,2,1,0,1,0,0,0,0,0,1,4,4,63,16,383,179,125,0.27,1,0,0.13,0,0,0,6,6,31,0,0,50,8,0,0,565,55,10,10,8,42,60.60%,14,5,47,0,4,4,5,2,6,2,0,0,0,0,1,0,2,2,0,0,4,1,0,0,2,0,0,3,3,1,2,2,0,0,1,0,0,2,4,4,3,104,189,272,4,33.20%,79.40%,168,35,101,50,209,124,42.10%,19,1.84,0,6,28,28,13,1,0.18,0.09,0.18,0.09,0.27,6,3,0.03,10,0,0,24.30%,6,16,22,5,22,6925,,ATO vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,8/7/2022,81q2iw0qgguy2htj1zul0kn4k,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276288,ATO vs EDM (2022-08-07)
121,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,2,0,0,2,4,0,3,0,0,0,0,1,0,1,0,1,0,1,0,2,3,54,25,393,164,150,0.77,1,1,0.68,2,2,1,5,6,22,1,1,36,9,1,0,562,44,5,2,6,26,77.80%,13,6,40,2,4,3,2,10,4,0,0,0,0,0,0,0,2,2,0,0,5,0,1,0,2,2,0,3,5,0,1,3,1,1,0,0,0,2,3,0,12,138,184,240,23,37.40%,79.90%,158,59,97,78,195,120,38.50%,13,2.12,1,13,16,16,7,3,0.68,0.09,0.68,0.09,0.77,5,3,0.1,8,0.08,0,65.70%,11,24,22,24,22,15377,,CAV vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,8/13/2022,81zzp4bsqqfvohdss8ix0u7mc,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,1,2,Played,L 1-2,2276290,CAV vs FOR (2022-08-13)
121,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,0,0,0,2,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,59,24,378,162,133,0.34,0,0,0.28,1,1,2,4,6,14,1,0,48,4,1,0,571,53,3,8,10,36,64.70%,13,2,49,4,4,8,3,11,9,0,0,0,0,0,0,0,1,1,0,0,4,0,0,2,1,0,0,4,1,3,1,1,1,2,0,0,0,3,1,4,12,123,192,256,9,38.60%,78.00%,149,46,100,62,194,122,45.50%,22,0.74,0,12,21,21,11,4,0.27,0.07,0.27,0.07,0.34,6,3,0.04,9,0.17,0.2,26.50%,17,22,11,20,11,15377,,VAL vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,9/4/2022,844o0xpbz2dakjnpa9e0k03kk,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Forge,Valour,VAL,0,1,Played,L 0-1,2276306,VAL vs FOR (2022-09-04)
121,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,3,3,0,1,0,5,4,1,0,0,0,0,2,0,2,0,0,0,1,1,3,5,41,24,332,151,116,0.93,2,0,0.51,2,1,0,6,6,12,2,0,38,5,0,0,484,39,6,4,9,47,62.50%,27,18,37,3,4,6,2,7,2,1,0,0,0,0,0,0,1,1,0,0,3,0,1,0,2,1,0,2,2,1,1,1,0,0,0,0,1,3,1,0,6,112,213,159,22,38.90%,80.40%,105,59,103,69,129,134,65.00%,20,0.71,1,4,43,43,4,0,0.91,0.03,0.91,0.03,0.93,6,3,0.1,9,0.25,0.25,25.00%,7,19,25,12,25,15377,,FOR vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,9/10/2022,84ol9gnoc9ek5wguo4jkel0yc,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,2,1,Played,W 2-1,2276310,FOR vs CAV (2022-09-10)
121,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,1,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,49,24,416,235,108,0.29,0,0,0.25,0,0,0,6,6,12,1,0,50,3,1,0,615,59,14,16,22,72,65.20%,15,7,59,5,5,5,0,3,6,3,0,1,0,0,0,0,4,4,0,0,6,1,0,1,4,0,0,5,4,2,3,2,0,0,2,0,0,2,3,2,16,93,278,244,7,37.50%,82.50%,147,39,157,45,179,192,66.70%,12,3.11,0,6,50,50,15,7,0.29,0,0.29,0,0.29,6,2,0.04,7,0.17,0.17,33.30%,17,27,22,6,22,15376,,HFX vs FOR,TRUE,FALSE,FALSE,FALSE,TRUE,5/20/2022,7w7dgxwol442zyz8grc7u1ams,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,0,4,Played,L 0-4,2276244,HFX vs FOR (2022-05-20)
121,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,2,2,0,1,0,4,3,1,0,0,0,0,2,0,2,0,0,0,2,0,2,4,75,44,572,255,198,1.56,2,2,1.53,1,1,0,6,6,16,1,1,56,9,0,0,790,57,9,16,5,46,73.50%,16,7,71,2,2,7,4,0,6,3,0,0,0,0,1,0,1,1,0,0,3,0,0,3,1,0,0,3,1,2,0,0,0,1,1,0,0,3,4,2,21,160,236,394,15,36.70%,79.20%,255,63,135,89,311,172,54.50%,22,1.07,1,7,25,25,16,5,1.56,0,1.56,0,1.56,4,2,0.22,7,0.29,0.67,46.20%,20,32,21,14,21,15376,,EDM vs HFX,FALSE,TRUE,TRUE,FALSE,FALSE,6/15/2022,7xixz1ewz1b0jufik70hv3pck,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,2,1,Played,W 2-1,2276255,EDM vs HFX (2022-06-15)
121,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,1,0,3,0,6,3,2,0,0,1,0,0,0,0,0,2,1,0,0,1,3,39,11,449,241,158,0.81,0,0,0.63,0,0,1,5,6,15,0,0,40,3,2,0,605,41,15,8,7,42,76.70%,12,5,36,4,2,4,2,2,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,90,217,298,18,30.10%,88.90%,223,40,136,51,251,147,53.80%,13,0.37,0,12,34,34,7,1,0.74,0.07,0.74,0.07,0.81,6,1,0.08,10,0.25,0.11,11.80%,3,21,19,20,19,15376,,FOR vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,8/6/2022,81liy8t0jr3qqkrerfk7i5kpg,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,0,1,Played,L 0-1,2276287,FOR vs HFX (2022-08-06)
121,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,3,2,1,0,2,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,62,16,354,176,100,0.31,1,0,0.26,0,0,1,5,6,18,0,0,52,4,0,0,536,49,12,17,9,59,80.60%,21,12,50,5,1,12,5,1,6,1,0,3,0,0,1,0,1,1,0,0,4,0,0,1,3,0,0,4,4,0,1,2,0,1,0,0,0,2,3,2,7,109,208,219,6,38.40%,78.00%,149,31,96,49,176,129,66.70%,12,1.07,0,15,40,40,16,3,0.25,0.06,0.25,0.06,0.31,6,2,0.04,8,0,0,33.30%,17,16,20,13,20,15380,,PAC vs FOR,TRUE,FALSE,FALSE,TRUE,FALSE,9/19/2022,85blow5t5jhg0c5xvbm4cygwk,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,1,1,Played,T 1-1,2276315,PAC vs FOR (2022-09-19)
121,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,2,0,1,0,4,2,1,0,0,0,0,1,0,1,1,1,1,0,0,1,3,57,28,371,196,90,0.7,1,1,0.54,1,1,1,5,6,12,0,0,35,5,0,0,550,54,6,8,10,42,43.80%,16,4,49,3,0,8,0,4,5,5,0,1,1,0,3,1,3,3,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,3,2,10,95,234,221,10,36.90%,77.10%,141,35,110,42,174,155,43.80%,16,1.95,1,14,30,30,8,4,0.52,0.18,0.52,0.18,0.7,5,4,0.1,7,0.29,0.4,29.00%,9,24,26,13,26,15378,,FOR vs VAL,FALSE,TRUE,FALSE,FALSE,TRUE,7/23/2022,80kepfli0shgex0rpgxxgkdn8,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Valour,Forge,FOR,1,3,Played,L 1-3,2276279,FOR vs VAL (2022-07-23)
121,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,3,3,0,2,0,3,0,2,0,0,0,0,2,0,2,0,0,0,1,1,3,3,71,22,306,113,100,0.71,2,2,0.56,1,1,0,6,6,12,4,3,48,10,2,2,499,59,5,10,16,52,68.20%,21,14,50,4,2,9,1,2,7,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,3,1,2,0,2,0,1,0,0,0,2,1,0,18,92,183,224,21,45.40%,69.60%,123,30,60,41,164,101,41.90%,31,0.6,1,4,40,40,11,1,0.39,0.32,0.39,0.32,0.71,4,3,0.09,8,0,0,25.60%,6,21,12,19,12,15378,,VAL vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,8/4/2022,81gwtiontwsd7aega4ymw0lqs,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Valour,Cavalry,CAV,2,0,Played,W 2-0,2276286,VAL vs CAV (2022-08-04)
121,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,2,1,4,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0,1,1,3,54,25,461,212,170,1.64,1,0,0.63,2,1,1,5,6,15,2,0,52,8,3,1,636,42,11,16,7,49,65.90%,14,8,58,5,2,4,2,2,3,1,0,0,0,0,0,1,3,2,1,1,6,0,0,4,3,1,0,5,4,2,0,2,0,3,0,0,0,2,1,2,6,143,231,262,18,38.80%,82.90%,189,69,124,90,215,156,66.70%,15,1,1,12,36,36,11,2,0.79,0.85,0.79,0.85,0.85,6,3,0.18,9,0.08,0.14,28.60%,12,21,11,17,11,15378,,YRK vs VAL,FALSE,TRUE,FALSE,FALSE,TRUE,9/23/2022,85g83cf66pczl32mc2xfamwwk,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Valour,York United,YRK,1,3,Played,L 1-3,2276316,YRK vs VAL (2022-09-23)
121,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,3,0,2,0,5,1,1,0,0,0,0,2,0,0,0,2,0,0,0,3,1,81,24,377,159,113,1.45,2,2,1.31,1,1,4,2,6,9,0,0,57,4,0,0,572,71,3,11,13,43,48.30%,15,11,53,6,4,5,2,5,8,3,0,0,0,0,0,1,2,2,0,0,3,0,0,2,0,0,0,3,2,1,0,1,0,2,1,0,0,3,4,0,10,136,223,213,20,43.20%,72.10%,116,52,104,70,157,150,47.10%,51,1.52,1,23,29,29,13,1,0.31,1.14,0.31,1.14,1.45,5,6,0.14,10,0.39,0.38,37.80%,15,23,15,14,15,15381,,HFX vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,5/15/2022,7vmv1w4q6bsqu119wtrvrgums,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,2,2,Played,T 2-2,2276239,HFX vs CAV (2022-05-15)
121,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,3,0,1,0,4,2,2,0,0,1,0,1,0,0,1,1,2,0,0,1,3,54,25,364,186,99,0.81,1,1,0.74,3,3,2,4,6,14,0,0,51,5,1,1,532,55,11,15,12,48,61.90%,8,3,50,5,3,6,1,1,8,2,0,0,0,0,1,0,2,2,0,0,2,0,0,1,1,0,0,2,2,0,1,0,0,0,1,0,0,4,2,2,9,96,217,219,11,37.40%,78.30%,142,28,115,37,175,152,50.00%,20,1.82,0,18,30,30,13,5,0.41,0.4,0.41,0.4,0.81,5,2,0.1,8,0.33,0.33,25.60%,10,23,18,13,18,15381,,CAV vs FOR,TRUE,FALSE,FALSE,FALSE,TRUE,7/28/2022,80tveep4a8ienmepbeepl5v6c,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,1,2,Played,L 1-2,2276281,CAV vs FOR (2022-07-28)
121,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,3,1,1,2,6,3,3,0,0,0,0,2,0,1,1,0,1,0,1,4,5,56,22,392,215,99,1.21,2,2,0.74,1,1,1,5,6,13,0,0,52,7,2,2,576,31,8,8,9,46,80.00%,21,12,48,1,1,9,4,3,6,2,1,0,0,0,0,1,0,0,0,0,3,0,1,1,1,0,0,3,0,3,0,1,0,2,0,0,0,3,0,2,5,116,277,183,15,37.50%,80.10%,109,31,174,51,140,201,72.70%,22,0.44,1,20,38,38,6,2,1.03,0.18,1.03,0.18,1.21,4,4,0.09,13,0.2,0.2,35.70%,8,17,18,11,18,15381,,CAV vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,7/30/2022,8133qxw3lqpqrs22k9f81t9g4,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,2,0,Played,W 2-0,2276283,CAV vs EDM (2022-07-30)
121,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,0,1,0,2,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,3,36,23,351,178,114,0.34,0,0,0.26,0,0,1,5,6,19,3,0,43,3,0,0,516,57,12,7,6,41,70.40%,14,5,36,2,3,11,3,4,3,2,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,0,4,2,2,0,2,0,1,0,1,0,4,1,6,3,106,191,219,14,35.30%,83.20%,142,39,111,46,170,135,37.90%,29,0.75,0,16,27,27,11,3,0.24,0.1,0.24,0.1,0.34,6,1,0.04,8,0.25,0.3,33.30%,6,15,12,7,12,16614,,ATO vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,6/14/2022,7xerqz96itn6ypf93xpiv2psk,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,0,0,Played,T 0-0,2276254,ATO vs YRK (2022-06-14)
121,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,3,3,0,0,0,4,1,2,0,0,1,0,3,0,3,0,1,0,1,2,3,3,45,24,210,89,52,1.58,3,3,1.53,5,4,1,5,6,7,1,1,36,3,2,2,361,47,3,13,7,48,61.50%,24,12,36,0,4,6,2,2,7,1,1,0,0,0,0,0,0,0,0,0,5,0,3,1,1,0,0,5,2,3,0,1,0,3,1,0,0,2,0,2,5,53,183,125,13,45.20%,67.10%,68,18,55,26,88,96,23.10%,26,1.54,2,5,44,44,4,0,0.57,1.01,0.57,1.01,1.58,3,7,0.23,7,0.4,0.33,16.70%,4,24,28,11,28,16614,,CAV vs ATO,FALSE,TRUE,TRUE,FALSE,FALSE,8/21/2022,837pn16r5fayqo440drtrd15g,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,3,0,Played,W 3-0,2276299,CAV vs ATO (2022-08-21)
121,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,0,1,4,1,3,0,0,0,0,0,1,0,0,0,0,0,1,4,3,52,21,360,177,110,1.03,1,0,0.95,2,2,0,6,6,12,0,0,46,3,1,1,523,48,6,14,4,47,71.40%,22,13,49,3,4,6,1,1,8,0,0,1,0,0,0,0,1,1,0,0,3,0,0,2,2,0,0,3,1,2,0,1,0,1,0,0,0,3,0,0,9,79,204,240,16,37.50%,79.70%,159,30,98,40,191,129,59.10%,22,1.03,0,12,40,40,5,2,1.02,0.01,1.02,0.01,1.03,6,2,0.13,8,0.25,0.22,31.80%,11,22,12,10,12,16614,,VAL vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,9/18/2022,85727xvjdneu0hoik1u8uj6l0,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,1,1,Played,T 1-1,2276314,VAL vs ATO (2022-09-18)
