Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,newestTeamColor,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox
169,7dfcfaazbxla16jrf8obs3e5m,638714,E. Gazdov,Emil Gazdov,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,437702,Emil,Gazdov,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,2,180,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,61,22,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,97,0,0,1,0,4,100.00%,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,1,0,10,0,0,4,5,0,0,10,4,6,1,5,2,2,1,0,0,0,3,0,0,0,97,0,0,78.70%,44.30%,0,0,27,0,0,61,100.00%,1,2.69,0,0,4,4,0,0,0,0,0,0,0,0,0,-,0,-,-,33.40%,0,478,345,3,345
169,2lbhlksd99erb9oba0j3gizmx,273326,Matthew Nogueira,Matthew Nogueira,,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,473663,Matthew Alexander,Pires Nogueira,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,York United,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,42.30%,0,36,16,0,16
169,949255vv8h9k5g7njcqacgui2,723204,E. Himaras,Eleias Himaras,Goalkeeper,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,463249,Eleias,Himaras,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,York United,8,699,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,193,121,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,1,0,0,0,4,-,4,0,10,0,1,0,0,0,0,0,1,0,0,0,2,6,9,8,1,0,21,0,0,10,7,2,0,19,10,11,1,10,1,6,5,0,0,0,15,0,0,0,273,0,0,56.00%,72.50%,0,0,140,0,0,193,-,0,7.56,0,0,4,4,0,0,0,0,0,0,0,0,0,-,0,-,-,35.10%,0,260,232,0,232
169,e0jb28mjif4jyoqtmbcqv1ai2,569570,D. Obbekjær,Daniel Obbekjær,Central Defender,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,481508,Daniel,Obbekjær,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Defender,York United,1,5,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50.00%,50.00%,1,0,0,0,2,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,41.50%,0,146,107,0,107
169,cdaayu6d9xzn4gyn5jg5p6vl6,290490,T. Henry,Triston Henry,Goalkeeper,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,481567,Triston,Henry,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Forge,24,2160,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,460,386,18,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,702,1,0,0,1,7,-,6,0,30,0,1,0,0,10,0,0,8,5,1,0,7,18,22,19,3,0,49,2,4,17,22,6,1,41,32,17,12,15,4,9,10,0,0,3,28,0,0,0,696,6,0,47.20%,87.80%,5,0,399,0,6,454,100.00%,3,18.57,0,0,7,7,0,0,0,0,0,0,0,0,0,-,0,-,-,42.40%,0,394,281,1,281
169,999aky7w22iv11ny6d6w57g4q,765153,C. Oxner,Christian Oxner,Goalkeeper,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,481765,Christian,Oxner,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,HFX Wanderers,17,1530,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,41,375,239,37,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,533,5,0,0,0,12,0.00%,12,3,16,0,1,0,0,3,0,0,4,4,1,0,10,6,23,21,2,0,28,1,3,9,10,1,0,26,16,12,8,8,0,9,9,0,0,2,29,0,0,0,528,5,0,54.90%,73.60%,5,0,271,0,5,370,50.00%,8,19.38,0,0,12,12,0,0,0,0,0,0,0,0,0,-,0,-,-,37.60%,0,471,316,0,316
169,ev5vju1zs37klpdmj5s8zive2,775546,S. Artemenko,Svyatik Artemenko,,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,487541,Svyatik,Artemenko,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,York United,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,30.00%,0,47,33,0,33
169,3w4755k36xb5u0rdvweqcu6wa,717188,D. Bontis,Dino Bontis,,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,496162,Dino,Bontis,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,Forge,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,49.60%,0,44,32,0,32
169,c5afaf96xtx4341sic680d711,160967,S. Cebara,Stefan Cebara,Right Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,94705,Stefan,Cebara,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Valour,21,1586,31,3,4,0,3,3,0,0,0,2,0,0,1,1,0,0,2,0,0,1,1,1,0,1,2,1,42,51,798,509,196,1.64,2,0,0,3,0,0,0,0,14,0,0,64,9,0,0,1068,38,9,16,40,117,80.60%,51,19,115,1,1,5,0,4,8,0,7,0,0,0,0,0,20,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,2,9,43,550,475,7,36.20%,88.30%,342,22,341,24,381,393,60.00%,30,20.94,2,5,96,96,20,1,0,1.64,0,1.64,0.85,0,6,0.33,5,0.2,0.2,37.50%,18,519,369,5,369
169,9daagbp9cole1exslz991cqhg,795267,K. Baskett,Kieran Baskett,Goalkeeper,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,533385,Kieran,Baskett,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,HFX Wanderers,9,810,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,18,217,114,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,316,0,0,0,0,5,-,5,1,7,0,0,0,0,1,0,0,5,5,0,0,3,5,12,10,2,0,26,2,3,7,13,2,0,22,16,10,10,6,0,6,6,0,0,2,14,0,0,0,314,2,0,68.20%,63.10%,1,0,136,0,2,215,100.00%,4,10.13,0,0,5,5,0,0,0,0,0,0,0,0,0,-,0,-,-,37.90%,0,558,386,0,386
169,7zclpaca3ogbr2cpcy4a1i8t0,893950,Anthony Mikhael,Anthony Mikhael,Left Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,540263,Anthony,Mikhael,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Valour,4,83,22,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,51,27,16,0.05,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,63,3,0,1,0,5,50.00%,4,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,25,36,1,41.20%,84.30%,29,0,14,0,32,19,66.70%,3,2.46,0,0,4,4,1,0,0,0.05,0,0.05,0.05,0,0,0.05,1,-,-,40.80%,0,213,143,0,143
169,7sbndwqi8e1xqqv1fla0nzlyh,246925,J. Ulbricht,Julian Ulbricht,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,532449,Julian,Ulbricht,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,8,391,23,3,5,0,2,2,0,0,0,3,0,3,1,1,0,0,1,0,0,0,3,0,0,1,0,2,24,2,64,16,22,1.68,1,0,0,2,0,0,0,0,7,1,0,19,2,0,0,134,28,2,2,1,7,36.40%,2,0,12,1,0,0,2,1,4,1,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,58,10,66,16,29.70%,59.40%,26,11,1,22,39,3,35.30%,17,7.8,1,4,2,2,2,3,0.86,0.82,0.86,0.82,0.89,0,0,0.34,5,0.25,0.25,30.00%,7,250,187,7,187
169,20nun88umv5313rqiqfilzyfo,897444,J. Holliday,Joseph Holliday,,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,542767,Joseph,Holliday,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,Edmonton,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,31.60%,0,100,71,0,71
169,3niwormbgvkj2x3pt0paovwgk,863864,G. Ntignee,Goteh Ntignee,,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,545634,Goteh,Ntignee,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,Cavalry,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,41.70%,0,36,27,0,27
169,dbqcata2hskqhcvjkjhagy4bu,578871,R. Yesli,Rayane-Yuba Yesli,Goalkeeper,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,425653,Rayane-Yuba,Yesli,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Valour,8,720,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,18,202,77,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,257,0,0,0,0,3,-,3,1,4,0,0,0,0,0,0,0,4,2,0,0,0,2,6,5,1,0,22,0,0,14,6,2,0,20,13,9,1,7,1,10,5,0,0,0,9,0,0,0,255,2,0,70.80%,51.00%,0,0,103,0,2,200,100.00%,2,8.53,0,0,3,3,0,0,0,0,0,0,0,0,0,-,0,-,-,37.50%,0,519,369,0,369
169,abwu0ezvticy2tr8kvk8gx4pg,900994,S. Koskinas,Spiridon Koskinas,,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,548505,Spiridon,Koskinas,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,York United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,32.10%,0,35,31,0,31
169,9o20a9o20b3d17unfvil81zis,902758,F. N'sa,Felix N'sa,,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,532452,Felix,N'sa,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,Edmonton,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,30.10%,0,75,50,0,50
169,60cull6yxjgu93teat190rnys,908554,N. Wright,Nekhi Wright,,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,550351,Nekhi,Wright,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,Edmonton,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,29.70%,0,36,17,0,17
169,35os1zhrjdtydwvl1oloxiq6s,910376,C. Kalongo,Christopher Kalongo,Goalkeeper,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,550657,Christopher,Kalongo,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Forge,1,90,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,1,3,0,0,2,2,1,2,0,0,0,0,0,0,0,2,0,0,0,31,0,0,30.40%,87.00%,0,0,20,0,0,23,-,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,43.80%,0,376,265,0,265
169,dt797hve9mdpnuyy1z4pnpp1w,717462,A. De Rosario,Adisa De Rosario,,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,564721,Adisa,De Rosario,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,HFX Wanderers,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,38.20%,0,115,85,0,85
169,3taaxk54b4giax55pxd4195p0,948222,N. Gagan,Nicholas Gagan,,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,576081,Nicholas,Gagan,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,HFX Wanderers,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,32.60%,0,78,42,0,42
169,4vste31f1itpjogkc2r11k3ys,948551,S. Rogers,Skyler Rogers,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,576300,Skyler,Rogers,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,3,25,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,10,4,0,1,1,2,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,25.00%,75.00%,3,0,0,0,4,0,0.00%,1,0.12,0,0,1,1,1,0,0,0,0,0,0,0,0,-,0,-,-,36.10%,0,138,104,0,104
169,96b207v2usabc2wcqkgspyzqi,245198,J. Roloff,Julian Roloff,Goalkeeper,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,574312,Julian,Roloff,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Cavalry,4,360,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,93,59,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,130,1,0,0,0,1,-,1,0,9,0,0,0,0,1,0,0,0,1,1,0,1,2,8,5,3,0,12,1,0,4,6,0,0,11,9,3,2,6,1,4,1,0,0,0,6,0,0,0,129,1,0,65.60%,72.00%,1,0,66,0,1,92,0.00%,1,5.88,0,0,1,1,0,0,0,0,0,0,0,0,0,-,0,-,-,36.00%,0,408,337,0,337
169,2slqh5f14ohalcoabv7cy6cd0,501588,K. Coore,Kairo Coore,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,574362,Kairo,Coore,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,10,324,21,7,3,0,3,3,0,1,0,4,0,3,0,0,0,0,2,0,1,1,0,2,1,0,2,3,8,4,32,8,12,0.63,2,0,0,1,0,0,0,0,5,0,0,8,0,0,0,75,20,0,0,0,2,0.00%,2,1,8,2,0,2,1,1,3,3,0,0,0,0,0,0,9,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,35,7,33,12,25.00%,62.50%,13,7,0,8,20,4,21.40%,14,7.08,1,1,2,2,0,0,0.37,0.26,0.37,0.26,0.63,0,0,0.08,8,0,0,31.30%,2,376,275,1,275
169,c380w8pp4eolnq4bj0r2k8qvo,948553,O. Maheshe,Ousman Maheshe,Right Attacking Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,575293,Ousman,Maheshe,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Edmonton,1,8,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,0.00%,100.00%,0,1,1,1,0,1,0.00%,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,0,-,-,32.10%,0,87,64,0,64
169,72ktic7sf3uuwv5jnisv6tces,949352,D. Stampatori,Daniel Stampatori,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,569803,Daniel,Stampatori,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,2,9,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,-,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,55.60%,77.80%,4,3,0,3,6,0,0.00%,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,45.60%,0,108,48,1,48
169,2pb6wd5dq8ux13i5v4ujr59g4,952379,William Wallace,William Wallace,Left Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,532453,William Wallace,Monteiro de Lima,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,York United,2,11,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,-,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,40.00%,60.00%,2,0,1,0,3,2,0.00%,2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,43.40%,0,88,78,0,78
169,4vcicz3wfde3b9nssx25g2zv8,582524,S. Olatoye,Soji Olatoye,,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,578293,Soji,Olatoye,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,York United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,35.40%,0,20,22,0,22
169,bajku790eap6oclax3zwxho9g,952378,D. Lomangino,Dante Lomangino,,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,578295,Dante,Lomangino,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,York United,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,31.50%,0,89,77,0,77
