Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,DuelPercent,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,DefensiveBlocks,xG Per Shot,Shots Total,Cross_Success_Percentage,Cross_Success_Percentage_Open_Play,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
1059,0,2o538m8209nj9p29a4ujs4jpx,443433,0,26,Sub - Goalkeeper,Jason,Beaulieu,J. Beaulieu,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,-,-,FOR vs HFX,2020-09-19,5mrmbr6tngz69e9qmsn1b845w,15377,2o538m8209nj9p29a4ujs4jpx:2137188,FOR vs HFX (2020-09-19)
102,1,1yufrkhruoxnyg54sxgduilt5,423654,90,24,Right Back,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,43,23,7,0.71,0,0,0,1,0,0,0,0,1,0,0,8,1,80.00%,0,0,71,2,1,1,3,11,66.70%,4,3,17,1,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,40,23,1,44.20%,69.80%,13,2,15,3,24,16,0,23.7,1,100.00%,2,0,0,0,1,0,2,2,52.60%,8,3,0,0,0.71,0.71,0,1,0.71,1,0.00%,0.00%,PAC vs EDM,2020-09-06,7v18c0lc1p8rx62p3chr1w07o,15380,1yufrkhruoxnyg54sxgduilt5:2126273,PAC vs EDM (2020-09-06)
78,1,1yufrkhruoxnyg54sxgduilt5,423654,90,24,Right Back,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,45,18,20,0,0,0,0.35,0,1,0,1,1,6,0,0,9,5,81.82%,0,0,74,2,0,0,1,5,-,3,3,6,0,0,1,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,23,31,0,37.80%,84.40%,23,5,10,5,13,27,0,22.1,0,100.00%,1,0,0,0,0,0,8,8,58.80%,4,0,1,0,0,0,1,0,-,0,0.00%,0.00%,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,15378,1yufrkhruoxnyg54sxgduilt5:2126254,VAL vs EDM (2020-08-29)
177,1,1yufrkhruoxnyg54sxgduilt5,423654,90,24,Right Back,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,32,18,9,0.15,0,0,0,0,0,0,0,0,3,0,0,6,2,85.71%,0,0,62,1,1,0,2,6,100.00%,3,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,24,26,2,31.30%,84.40%,17,2,8,4,9,19,0,20.8,0,100.00%,2,0,0,0,0,0,3,3,90.00%,4,2,0,0,0.15,0.15,0,0,0.07,2,0.00%,0.00%,EDM vs YRK,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,15382,1yufrkhruoxnyg54sxgduilt5:2126259,EDM vs YRK (2020-09-02)
312,1,1yufrkhruoxnyg54sxgduilt5,423654,77,24,Right Midfielder,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,16,15,0,0,0,0,0,0,0,0,0,3,0,0,6,1,75.00%,0,0,53,2,0,1,2,3,100.00%,0,0,3,0,0,0,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,12,25,0,6.30%,96.90%,20,6,5,6,6,20,0,16.8,0,-,0,0,0,0,0,0,3,3,50.00%,1,2,0,0,0,0,0,0,-,0,0.00%,0.00%,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,1yufrkhruoxnyg54sxgduilt5:2126243,ATO vs EDM (2020-08-23)
17,1,1yufrkhruoxnyg54sxgduilt5,423654,90,24,Right Back,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,54,24,22,0.03,0,0,0.06,0,0,0,1,1,6,0,0,5,2,45.45%,0,0,89,6,0,0,0,4,-,4,1,6,0,0,1,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,21,28,40,1,48.10%,85.20%,22,6,18,7,20,27,0,21.3,0,-,0,0,0,0,0,0,6,6,80.80%,4,0,0,0,0.03,0.03,1,0,0.03,1,33.30%,33.30%,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,15376,1yufrkhruoxnyg54sxgduilt5:2126249,EDM vs HFX (2020-08-27)
139,1,1yufrkhruoxnyg54sxgduilt5,423654,90,24,Right Wing Back,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,42,18,16,0,0,0,0.03,0,0,0,1,1,2,0,0,3,0,37.50%,0,0,67,5,0,0,2,8,-,6,4,8,0,1,0,0,2,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,28,27,0,26.20%,81.00%,18,6,10,6,13,23,0,18.4,0,50.00%,2,0,0,0,0,0,3,3,54.50%,7,0,1,0,0,0,1,0,-,0,0.00%,0.00%,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,1yufrkhruoxnyg54sxgduilt5:2126225,FOR vs EDM (2020-08-16)
279,1,1yufrkhruoxnyg54sxgduilt5,423654,90,24,Right Wing Back,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,27,7,11,0,0,0,0,0,0,0,0,0,1,0,0,5,0,45.45%,0,0,55,6,0,1,2,7,50.00%,4,1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,8,16,31,0,59.30%,66.70%,13,3,2,4,6,17,0,18.5,1,75.00%,4,0,0,0,0,0,0,0,62.50%,5,1,1,0,0,0,0,0,-,0,-,-,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,1yufrkhruoxnyg54sxgduilt5:2126240,EDM vs CAV (2020-08-21)
337,1,1i7a6katii8fnxncnyun4nyzt,243856,90,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,31,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.00%,0,0,51,0,0,0,5,9,-,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,18,0,33.30%,92.30%,16,0,20,1,21,17,0,19.5,0,100.00%,2,0,0,0,0,0,0,0,76.90%,8,1,0,0,0,0,0,1,-,0,-,-,HFX vs YRK,2020-08-29,7ubxnr535nkdppzi934wdbdhw,15382,1i7a6katii8fnxncnyun4nyzt:2126256,HFX vs YRK (2020-08-29)
400,1,1i7a6katii8fnxncnyun4nyzt,243856,90,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,37,22,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50.00%,0,0,47,2,0,0,4,8,-,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38,8,0,48.60%,67.60%,3,1,21,1,32,4,0,23,0,33.30%,3,0,0,0,0,0,0,0,33.30%,5,3,0,0,0,0,0,0,-,0,-,-,CAV vs HFX,2020-09-12,cap8cqg4fk34voy1o310hy39w,15381,1i7a6katii8fnxncnyun4nyzt:2137185,CAV vs HFX (2020-09-12)
227,1,1i7a6katii8fnxncnyun4nyzt,243856,90,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,42,24,8,0,0,0,0.04,0,0,0,1,1,0,0,0,2,0,66.67%,0,0,58,1,1,0,1,11,50.00%,9,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,41,16,0,52.40%,76.20%,11,1,20,1,26,15,0,24.7,1,-,0,0,0,0,0,0,0,0,63.60%,10,1,0,0,0,0,1,2,-,0,-,-,FOR vs HFX,2020-09-19,5mrmbr6tngz69e9qmsn1b845w,15377,1i7a6katii8fnxncnyun4nyzt:2137188,FOR vs HFX (2020-09-19)
337,1,1i7a6katii8fnxncnyun4nyzt,243856,90,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,41,26,8,0.1,0,0,0,0,0,0,0,0,0,0,0,2,0,66.67%,0,0,51,1,0,1,1,6,100.00%,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,32,17,2,58.50%,82.90%,13,0,21,0,26,15,0,22.6,0,100.00%,1,0,0,0,0,0,0,0,75.00%,5,1,0,0,0.1,0.1,0,1,0.05,2,-,-,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,1i7a6katii8fnxncnyun4nyzt:2126221,HFX vs PAC (2020-08-15)
748,1,1i7a6katii8fnxncnyun4nyzt,243856,45,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,23,1,0,0,1,2,-,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,19,3,1,42.10%,68.40%,3,0,10,1,15,3,0,17.5,0,0.00%,1,0,0,0,0,0,0,0,50.00%,2,0,0,0,0,0,0,0,-,0,-,-,HFX vs PAC,2020-09-16,1m8l5iaa0hhjfd9pq3ftmklxw,15380,1i7a6katii8fnxncnyun4nyzt:2137187,HFX vs PAC (2020-09-16)
279,1,1i7a6katii8fnxncnyun4nyzt,243856,90,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,48,28,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40.00%,0,0,55,3,1,0,0,4,100.00%,3,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,24,0,41.70%,87.50%,19,0,23,0,26,22,0,23.8,0,50.00%,2,0,0,0,0,0,0,0,80.00%,3,1,0,0,0,0,0,0,-,0,-,-,HFX vs ATO,2020-09-06,7uyp0xq7ry9gphpbd0m2m60ic,16614,1i7a6katii8fnxncnyun4nyzt:2126270,HFX vs ATO (2020-09-06)
368,1,1i7a6katii8fnxncnyun4nyzt,243856,90,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,40,33,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,83.33%,0,0,49,1,1,0,0,5,100.00%,4,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,10,0,35.00%,92.50%,6,0,31,0,32,8,0,19,0,66.70%,3,0,0,0,0,0,0,0,78.60%,3,2,0,0,0,0,0,0,-,0,-,-,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,1i7a6katii8fnxncnyun4nyzt:2126244,CAV vs HFX (2020-08-24)
759,1,1i7a6katii8fnxncnyun4nyzt,243856,90,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,15,11,0,0.03,0,0,0,0,0,0,0,0,0,0,0,2,0,66.67%,0,0,22,1,0,0,0,5,-,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,19,2,1,33.30%,73.30%,2,0,9,0,13,2,0,21.9,0,100.00%,2,0,0,0,0,0,0,0,20.00%,5,0,0,0,0.03,0.03,0,0,0.03,1,-,-,HFX vs FOR,2020-09-09,8plkm1srpcwr60o1i31ksltsk,15377,1i7a6katii8fnxncnyun4nyzt:2137183,HFX vs FOR (2020-09-09)
527,1,1i7a6katii8fnxncnyun4nyzt,243856,90,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,31,20,5,0,0,0,0,0,0,0,0,0,1,0,0,2,1,100.00%,0,0,38,0,0,1,1,5,100.00%,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,14,0,51.60%,80.60%,10,0,15,0,17,14,0,21.8,0,-,0,0,0,0,0,0,0,0,62.50%,5,0,0,0,0,0,0,0,-,0,-,-,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,1i7a6katii8fnxncnyun4nyzt:2126238,HFX vs FOR (2020-08-20)
501,1,1i7a6katii8fnxncnyun4nyzt,243856,90,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,33,24,4,0,0,0,0,0,0,0,0,0,1,0,0,5,1,50.00%,0,0,40,5,0,1,0,3,100.00%,2,1,7,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,29,10,0,51.50%,84.80%,8,1,19,1,23,9,0,15,0,50.00%,4,0,0,0,0,0,0,0,76.50%,3,0,0,0,0,0,0,2,-,0,-,-,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,6925,1i7a6katii8fnxncnyun4nyzt:2126249,EDM vs HFX (2020-08-27)
602,1,1i7a6katii8fnxncnyun4nyzt,243856,90,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,24,16,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,50.00%,0,0,33,2,0,0,2,4,-,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,24,8,0,54.20%,70.80%,5,1,11,1,16,7,0,17,0,50.00%,4,0,0,0,0,0,0,0,61.50%,4,0,0,0,0,0,0,1,-,0,-,-,VAL vs HFX,2020-09-02,7uo653c2y32d06v6dq2as5t04,15378,1i7a6katii8fnxncnyun4nyzt:2126261,VAL vs HFX (2020-09-02)
337,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,90,24,Centre Attacking Midfielder,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,6,2,29,8,13,0.86,1,0,0.06,1,0,0,1,1,0,0,0,6,0,66.67%,0,0,51,3,0,1,0,2,100.00%,1,0,7,0,0,2,2,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,5,24,3,37.90%,72.40%,12,7,2,7,3,19,0,22.7,0,33.30%,3,0,22,0,1,1,1,3,36.40%,1,0,1,0.08,0.79,0.08,1,0,0.29,3,33.30%,0.00%,CAV vs HFX,2020-09-12,cap8cqg4fk34voy1o310hy39w,15381,ahyd5vf8f8cyoiefm8hsimzu1:2137185,CAV vs HFX (2020-09-12)
815,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,22,24,Second Striker,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40.00%,0,0,18,3,1,0,0,2,100.00%,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,2,7,1,50.00%,62.50%,3,2,0,4,0,4,0,12.9,0,-,0,0,0,0,0,0,0,0,50.00%,2,0,0,0,0,0,0,0,-,0,-,-,HFX vs YRK,2020-08-29,7ubxnr535nkdppzi934wdbdhw,15382,ahyd5vf8f8cyoiefm8hsimzu1:2126256,HFX vs YRK (2020-08-29)
1028,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,4,24,Centre Forward,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00%,0,0,4,0,0,0,0,0,-,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,66.70%,33.30%,1,0,0,1,0,2,0,25.6,0,-,0,0,0,0,0,0,0,0,50.00%,0,0,0,0,0,0,0,0,-,0,-,-,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,ahyd5vf8f8cyoiefm8hsimzu1:2126238,HFX vs FOR (2020-08-20)
202,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,90,24,Centre Forward,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,1,31,7,15,0.21,0,0,0.03,0,0,0,1,1,3,0,0,7,3,58.33%,0,0,60,5,0,1,0,1,100.00%,0,0,6,0,1,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,26,3,31,2,35.50%,71.00%,15,7,0,10,3,18,0,20.1,0,0.00%,1,0,25,0,0,0,0,2,36.40%,0,0,1,0.11,0.1,0.21,1,0,0.04,5,50.00%,-,HFX vs PAC,2020-09-16,1m8l5iaa0hhjfd9pq3ftmklxw,15380,ahyd5vf8f8cyoiefm8hsimzu1:2137187,HFX vs PAC (2020-09-16)
527,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,81,24,Centre Attacking Midfielder,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,21,5,11,0.07,0,0,0.03,0,0,0,1,1,4,0,0,6,4,50.00%,0,0,38,6,0,0,0,0,0.00%,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,16,1,21,0,28.60%,76.20%,11,4,1,6,1,14,0,21.7,1,50.00%,2,0,0,0,0,0,0,6,33.30%,0,0,0,0,0.07,0.07,1,0,0.07,1,0.00%,-,FOR vs HFX,2020-09-19,5mrmbr6tngz69e9qmsn1b845w,15377,ahyd5vf8f8cyoiefm8hsimzu1:2137188,FOR vs HFX (2020-09-19)
564,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,63,24,Left Midfielder,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,22,15,4,0.29,0,0,0,1,0,0,0,0,4,0,0,4,2,36.36%,0,0,36,7,1,0,0,1,50.00%,0,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,4,24,1,18.20%,86.40%,16,2,1,2,1,19,0,19.4,1,100.00%,1,0,16,0,1,0,0,2,25.00%,1,0,0,0.29,0,0.29,0,0,0.14,2,50.00%,-,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,ahyd5vf8f8cyoiefm8hsimzu1:2126244,CAV vs HFX (2020-08-24)
368,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,78,24,Centre Attacking Midfielder,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,1,3,2,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,1,2,12,0,32,3,17,0.62,2,0,0.13,1,0,1,1,2,3,0,0,3,1,30.00%,0,0,49,7,0,0,2,2,0.00%,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,2,20,3,40.60%,62.50%,9,11,0,17,0,15,0,17.8,2,50.00%,2,0,15,0,1,1,0,2,46.20%,0,2,0,0.62,0,0.62,2,0,0.15,4,50.00%,-,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,6925,ahyd5vf8f8cyoiefm8hsimzu1:2126249,EDM vs HFX (2020-08-27)
